alternativeId,name,address.streetAddress,address.addressLocality,address.addressRegion,address.postalCode,adress.addressCountry,location,telephone,opeId,ipedsId,url
125666,Merrell University of Beauty Arts and Science,1753 Woodclift Drive,Jefferson City,MO,65109,US,"Jefferson City, MO",573-635-4433-223,2520800,178077,merrelluniversity.edu
125675,Metro Business College of Cape Girardeau,1732 N Kingshighway,Cape Girardeau,MO,63701,US,"Cape Girardeau, MO",573-334-9181,2180200,178110,WWW.METROBUSINESSCOLLEGE.EDU
125684,Metropolitan Community College - Kansas City,3200 Broadway,Kansas City,MO,64111-2429,US,"Kansas City, MO",816-759-1050,248400,178129,www.mcckc.edu
125693,Midwest Institute - Fenton,962 S. Highway Drive,Fenton,MO,63026,US,"Fenton, MO",314-965-8363,2121100,178183,www.midwestinstitute.com
125709,Midwestern Baptist Theological Seminary,5001 N. Oak Trafficway,Kansas City,MO,64118-4697,US,"Kansas City, MO",816-414-3700,248500,178208,www.mbts.edu
125718,Mineral Area College,5270 Flat River Road,Park Hills,MO,63601-1000,US,"Park Hills, MO",573-431-4593,248600,178217,WWW.MINERALAREA.EDU
125736,Missouri Baptist University,One College Park Dr,Saint Louis,MO,63141-8698,US,"Saint Louis, MO",314-434-1115,754000,178244,www.mobap.edu
125745,National Academy of Beauty Arts,670 Walton Drive,Farmington,MO,63640,US,"Farmington, MO",573-756-2730,2295700,178262,
125772,Missouri School of Barbering and Hairstyling-St Louis,1125 N Hwy 67,Florissant,MO,63031,US,"Florissant, MO",314-839-0310,,,
125781,Class Act I School of Cosmetology,512 Main St,Joplin,MO,64801,US,"Joplin, MO",417-781-7070,2608001,178332,classact1cosmetology.com
125790,Missouri Southern State University,3950 E Newman Rd,Joplin,MO,64801-1595,US,"Joplin, MO",417-625-9300,248800,178341,www.mssu.edu
125806,Missouri Tech,1690 Country Club Drive,St. Charles,MO,63303,US,"St. Charles, MO",314-569-3600,2304000,178350,www.motech.edu
125815,Missouri Valley College,500 E College St,Marshall,MO,65340,US,"Marshall, MO",660-831-4000,248900,178369,www.moval.edu
125824,Missouri Western State University,4525 Downs Dr,Saint Joseph,MO,64507,US,"Saint Joseph, MO",816-271-4200,249000,178387,www.missouriwestern.edu
125833,University of Missouri - Columbia,105 Jesse Hall,Columbia,MO,65211,US,"Columbia, MO",573-882-2121,251600,178396,www.missouri.edu
125842,University of Missouri - Kansas City,5100 Rockhill Rd,Kansas City,MO,64110,US,"Kansas City, MO",816-235-1000,251800,178402,www.umkc.edu
125851,Missouri University of Science and Technology,1870 Miner Circle,Rolla,MO,65409,US,"Rolla, MO",573-341-4111,251700,178411,www.mst.edu/
125860,University of Missouri - St Louis,One University Boulevard,Saint Louis,MO,63121-4400,US,"Saint Louis, MO",314-516-5000,251900,178420,www.umsl.edu
125888,Moberly Area Community College,101 College Ave,Moberly,MO,65270-1304,US,"Moberly, MO",660-263-4110-270,249100,178448,www.macc.edu
125903,Hillyard Technical Center,3434 Faraon St,Saint Joseph,MO,64506,US,"Saint Joseph, MO",816-671-4170,826900,178466,www.hillyardtech.com
125912,National Academy of Beauty Arts,157 Concord Plz Lower Level,Saint Louis,MO,63128-0000,US,"Saint Louis, MO",314-842-3616,952000,178484,
125921,Nazarene Theological Seminary,1700 E Meyer Blvd,Kansas City,MO,64131-1246,US,"Kansas City, MO",816-333-6254-220,249400,178518,www.nts.edu
125930,Neosho Beauty College,116 N Wood St,Neosho,MO,64850,US,"Neosho, MO",417-451-7216,2608000,178527,neoshobeautycollege.com
125949,Nichols Career Center,605 Union Street,Jefferson City,MO,65101,US,"Jefferson City, MO",573-659-3100,2066900,178563,www.oseda.missouri.edu/mupartners/JeffersonCity/
125958,Northwest Technical School,1515 S Munn,Maryville,MO,64468,US,"Maryville, MO",660-562-3022,2188000,178606,nts.tec.mo.us
125967,Truman State University,100 E Normal,Kirksville,MO,63501-4221,US,"Kirksville, MO",660-785-4000,249500,178615,www.truman.edu
125976,Northwest Missouri State University,800 University Drive,Maryville,MO,64468-6001,US,"Maryville, MO",660-562-1212,249600,178624,www.nwmissouri.edu
125985,Ozark Christian College,1111 N Main St,Joplin,MO,64801,US,"Joplin, MO",417-624-2518,2202700,178679,www.occ.edu
125994,College of the Ozarks,P.O.Box 17,Point Lookout,MO,65726,US,"Point Lookout, MO",417-334-6411,250000,178697,www.cofo.edu
126003,Park University,8700 NW River Park Dr,Parkville,MO,64152-3795,US,"Parkville, MO",816-741-2000,249800,178721,www.park.edu
126012,Stevens Institute of Business & Arts,1521 Washington Avenue,Saint Louis,MO,63103,US,"Saint Louis, MO",314-421-0949-10,855200,178767,www.patriciastevenscollege.com
126030,Poplar Bluff Technical Career Center,3203 Oak Grove Rd,Poplar Bluff,MO,63901-8960,US,"Poplar Bluff, MO",573-785-2248,543000,178828,www.r1schools.org/home.asp?id=32
126049,Ranken Technical College,4431 Finney Ave,Saint Louis,MO,63113-2811,US,"Saint Louis, MO",314-371-0236,1250000,178891,www.ranken.edu
126058,Research College of Nursing,2525 E. Meyer Boulevard,Kansas City,MO,64132-1199,US,"Kansas City, MO",816-276-4700,639200,178989,www.researchcollege.edu
126067,Research Medical Center School of Nuclear Medical Technology,2316 E Meyer Blvd,Kansas City,MO,64132,US,"Kansas City, MO",816-276-4235,639203,178998,www.researchmedicalcenter.com
126076,Research Medical Center School of Radiologic Technology,2316 E Meyer Blvd,Kansas City,MO,64132,US,"Kansas City, MO",816-276-4000,639202,179025,www.RESEARCHMEDICALCENTER.COM
126085,Rockhurst University,1100 Rockhurst Rd,Kansas City,MO,64110-2561,US,"Kansas City, MO",816-501-4000,249900,179043,www.rockhurst.edu
126094,Rolla Technical Institute,1304 E 10th St,Rolla,MO,65401,US,"Rolla, MO",573-458-0150,542900,179052,rolla.k12.mo.us
126100,Everest College - Springfield,1010 West Sunshine,Springfield,MO,65807,US,"Springfield, MO",417-864-7220,2250600,179070,www.springfield-college.com
126128,Saint Louis University-Main Campus,221 N Grand Blvd,Saint Louis,MO,63103-2097,US,"Saint Louis, MO",314-977-2222,250600,179159,www.slu.edu
126137,Salem College of Hairstyling,"1051 Kings Hwy, Suite #1",Rolla,MO,65401,US,"Rolla, MO",573-368-3136,2214500,179195,
126155,American College of Hair Design Inc,125 Winchester Drive,Sedalia,MO,65301,US,"Sedalia, MO",660-827-3295,2309100,179229,
126164,Sikeston Career and Technology Center,200 Pine Street,Sikeston,MO,63801,US,"Sikeston, MO",573-472-2581,542600,179238,www.sikeston.k12.mo.us
126173,Saint Louis Christian College,1360 Grandview Dr,Florissant,MO,63033,US,"Florissant, MO",314-837-6777,1258000,179256,www.slcconline.edu
126182,St Louis College of Pharmacy,4588 Parkview Pl,Saint Louis,MO,63110-1088,US,"Saint Louis, MO",314-446-8312,250400,179265,www.stlcop.edu
126191,Saint Louis Community College,300 S Broadway,St Louis,MO,63102,US,"St Louis, MO",314-539-5000,247100,179283,www.stlcc.edu
126225,Saint Paul School of Theology,13720 Roe Avenue,Leawood,KS,66224,US,"Leawood, KS",816-483-9600,250900,179317,www.spst.edu
126234,Southwest Baptist University,1600 University Ave,Bolivar,MO,65613-2596,US,"Bolivar, MO",800-526-5859,250200,179326,www.sbuniv.edu
126243,Missouri State University - West Plains,128 Garfield Avenue,West Plains,MO,65775-2715,US,"West Plains, MO",417-255-7255,3106000,179344,www.wp.smsu.edu/
126252,Mercy Hospital Springfield,1235 E Cherokee Street,Springfield,MO,65804,US,"Springfield, MO",417-820-2982,441300,179399,www.stjohns.com
126261,Saint Luke's College of Health Sciences,"8320 Ward Parkway, Suite300",Kansas City,MO,64114,US,"Kansas City, MO",816-932-2233,978200,179450,www.saintlukescollege.edu
126270,St. Louis College of Health Careers - Metro,909 South Taylor Avenue,Saint Louis,MO,63110,US,"Saint Louis, MO",314-652-0300,2340500,179511,www.slchc.com
126289,State Fair Community College,3201 W 16th Street,Sedalia,MO,65301-2199,US,"Sedalia, MO",660-530-5800-217,808000,179539,sfccmo.edu
126298,Stephens College,1200 E Broadway,Columbia,MO,65215,US,"Columbia, MO",573-442-2211,251200,179548,www.stephens.edu
126304,Southeast Missouri State University,One University Plz,Cape Girardeau,MO,63701-9980,US,"Cape Girardeau, MO",573-651-2000,250100,179557,WWW.SEMO.EDU
126313,Missouri State University,901 S National,Springfield,MO,65897,US,"Springfield, MO",417-836-5000,250300,179566,www.missouristate.edu
126322,Three Rivers Community College,2080 Three Rivers Blvd,Poplar Bluff,MO,63901,US,"Poplar Bluff, MO",573-840-9600,471300,179645,www.trcc.edu
126331,North Central Missouri College,1301 Main St,Trenton,MO,64683,US,"Trenton, MO",660-359-3948-418,251400,179715,www.ncmissouri.edu
126340,Eldon Career Center,112 S. Pine,Eldon,MO,65026,US,"Eldon, MO",573-392-8060-502,860600,179724,www.eldoncareercenter.org
126359,Truman Medical Center School for Nurse Anesthesia,2301 Holmes St,Kansas City,MO,64108,US,"Kansas City, MO",816-404-1100,544500,179742,www.trumed.org
126368,Kansas City University of Medicine and Biosciences,1750 Independence Ave,Kansas City,MO,64106-1453,US,"Kansas City, MO",816-283-2000,247400,179812,www.kcumb.edu
126377,Washington University in St Louis,One Brookings Dr,Saint Louis,MO,63130,US,"Saint Louis, MO",314-935-5000,252000,179867,www.wustl.edu
126386,Webster University,470 E Lockwood Ave.,Saint Louis,MO,63119-3194,US,"Saint Louis, MO",314-968-2660,252100,179894,www.webster.edu
126395,Wentworth Military Academy and College,1880 Washington Avenue,Lexington,MO,64067,US,"Lexington, MO",660-259-2221,252200,179919,www.wma1880.org
126401,Westminster College,501 Westminster Ave,Fulton,MO,65251-1299,US,"Fulton, MO",573-642-3361,252300,179946,WWW.WESTMINSTER-MO.EDU
126410,William Jewell College,500 College Hill,Liberty,MO,64068-1896,US,"Liberty, MO",816-781-7700-5137,252400,179955,www.jewell.edu
126429,William Woods University,One University Avenue,Fulton,MO,65251-1098,US,"Fulton, MO",573-642-2251-4221,252500,179964,www.williamwoods.edu
126438,Academy of Cosmetology Inc,133 W Mendenhall,Bozeman,MT,59715-3544,US,"Bozeman, MT",406-587-1264,2621300,179991,
126465,Blackfeet Community College,Highway 2 & 89,Browning,MT,59417-0819,US,"Browning, MT",406-338-5441-200,2510600,180054,www.bfcc.org
126474,Butte Academy of Beauty Culture,303 W Park St,Butte,MT,59701,US,"Butte, MT",406-723-8565,790000,180063,
126492,Carroll College,1601 N Benton Ave,Helena,MT,59625-0002,US,"Helena, MT",406-447-4300,252600,180106,www.carroll.edu
126508,The College of Coiffure Art,1423 Wyoming Ave,Billings,MT,59102-5333,US,"Billings, MT",406-656-9114,946800,180124,
126517,Benefis Healthcare School of Radiologic Technology,500 15th Ave S,Great Falls,MT,59405,US,"Great Falls, MT",406-455-2146,442500,180142,www.benefis.org
126526,Dawson Community College,300 College Drive,Glendive,MT,59330,US,"Glendive, MT",406-377-3396,252900,180151,www.dawson.cc.mt.us
126535,Chief Dull Knife College,One College Drive,Lame Deer,MT,59043,US,"Lame Deer, MT",406-477-6215-100,2545200,180160,www.cdkc.edu
126544,Montana State University - Billings,1500 University Drive,Billings,MT,59101-0298,US,"Billings, MT",406-657-2011,253000,180179,www.msubillings.edu
126553,Flathead Valley Community College,777 Grandview Dr,Kalispell,MT,59901,US,"Kalispell, MT",406-756-3822,677700,180197,www.fvcc.edu
126562,Aaniiih Nakoda College,Hwys 2 & 66,Harlem,MT,59526-0159,US,"Harlem, MT",406-353-2607,2517500,180203,www.fbcc.edu
126571,Fort Peck Community College,605 Indian Street,Poplar,MT,59255,US,"Poplar, MT",406-768-6300,2343000,180212,www.fpcc.edu
126580,Montana State University - Great Falls College of Technology,2100 16th Ave S,Great Falls,MT,59405,US,"Great Falls, MT",406-771-4300,931400,180249,www.msugf.edu
126599,University of Great Falls,1301 Twentieth St S,Great Falls,MT,59405-4996,US,"Great Falls, MT",406-761-8210-5280,252700,180258,www.ugf.edu
126605,Helena College University of Montana,1115 N Roberts Street,Helena,MT,59601,US,"Helena, MT",406-444-6800,757000,180276,www.umhelena.edu
126614,Little Big Horn College,1 Forestry Lane,Crow Agency,MT,59022,US,"Crow Agency, MT",406-638-3100,2286600,180328,www.lbhc.cc.mt.us
126623,Miles Community College,2715 Dickinson,Miles City,MT,59301-4774,US,"Miles City, MT",800-541-9281,252800,180373,www.milescc.edu
126632,Modern Beauty School,2036 Mullan Road,Missoula,MT,59808,US,"Missoula, MT",406-721-1800,3205300,180391,
126641,Montana Tech of the University of Montana,1300 W Park St,Butte,MT,59701-8997,US,"Butte, MT",406-496-4101,253100,180416,www.mtech.edu
126650,Montana State University - Bozeman,P.O. Box 172420,Bozeman,MT,59717-2420,US,"Bozeman, MT",406-994-0211,253200,180461,www.montana.edu/
126678,The University of Montana,32 Campus Drive,Missoula,MT,59812,US,"Missoula, MT",406-243-0211,253600,180489,www.umt.edu
126687,Montana State University - Northern,P.O.Box 7751,Havre,MT,59501,US,"Havre, MT",406-265-3700,253300,180522,www.msun.edu
126696,Rocky Mountain College,1511 Poly Drive,Billings,MT,59102-1796,US,"Billings, MT",406-657-1000,253400,180595,www.rocky.edu
126711,Salish Kootenai College,52000 Highway 93,Pablo,MT,59855,US,"Pablo, MT",406-275-4800,2143400,180647,www.skc.edu
126720,The University of Montana - Western,710 S Atlantic,Dillon,MT,59725-3598,US,"Dillon, MT",406-683-7011,253700,180692,www.umwestern.edu
126748,La'James International College,1660 N Grant,Fremont,NE,68025,US,"Fremont, NE",402-721-6500,952300,180771,www.bahnercollege.com
126757,Bellevue University,1000 Galvin Rd S,Bellevue,NE,68005-3098,US,"Bellevue, NE",402-291-8100,974300,180814,BELLEVUE.EDU
126766,Clarkson College,101 S 42nd St,Omaha,NE,68131-2739,US,"Omaha, NE",402-552-3100,986200,180832,www.clarksoncollege.edu/
126775,Bryan Memorial Hospital,1600 South 48th Street,Lincoln,NE,68506,US,"Lincoln, NE",,,180850,www.bryanlgh.org
126784,Bryan College of Health Sciences,5035 Everett Street,Lincoln,NE,68506,US,"Lincoln, NE",402-481-3801-13801,639900,180878,www.bryanlghcollege.org
126793,Central Community College,P.O. Box 4903,Grand Island,NE,68802-4903,US,"Grand Island, NE",308-398-4222,2099500,180902,www.cccneb.edu
126809,Chadron State College,1000 Main St,Chadron,NE,69337-2690,US,"Chadron, NE",308-432-6000,253900,180948,www.csc.edu
126818,College of Hair Design,304 S Eleventh St,Lincoln,NE,68508-2199,US,"Lincoln, NE",402-477-4040,2079700,180957,collegeofhairdesign.com
126827,Concordia University,800 N Columbia Ave,Seward,NE,68434,US,"Seward, NE",402-643-3651,254100,180984,www.cune.Edu
126836,Creighton University,2500 California Plaza,Omaha,NE,68178,US,"Omaha, NE",402-280-2700,254200,181002,www.creighton.edu
126845,Dana College,2848 College Dr,Blair,NE,68008,US,"Blair, NE",402-426-9000,254300,181011,www.dana.edu
126854,Doane College,1014 Boswell Avenue,Crete,NE,68333,US,"Crete, NE",402-826-2161,254400,181020,www.doane.edu
126863,Grace University,1311 S 9th St,Omaha,NE,68108-3629,US,"Omaha, NE",402-449-2800,254700,181093,www.GraceUniversity.edu
126872,Hastings College,710 N Turner Ave,Hastings,NE,68901,US,"Hastings, NE",402-463-2402,254800,181127,www.hastings.edu
126890,CHI Health Immanuel Medical Center,7500 Mercy Road,Omaha,NE,68124,US,"Omaha, NE",402-398-5527,849200,181145,www.alegent.org
126906,Joseph's College Cosmetology,2213 Central Avenue,Kearney,NE,68847,US,"Kearney, NE",,,181163,
126915,Joseph?s College of Cosmetology - Beatrice,2015 North 6th Street,Beatrice,NE,68310,US,"Beatrice, NE",,,181181,
126924,Joseph?s College of Cosmetology - Lincoln,5801 O Street,Lincoln,NE,68510,US,"Lincoln, NE",402-475-5385,1151900,181190,www.josephscollege.com
126933,Joseph?s College of Cosmetology - Hastings,828 West 2nd Street,Hastings,NE,68901,US,"Hastings, NE",,,181206,
126942,University of Nebraska at Kearney,905 W 25th St,Kearney,NE,68849-1212,US,"Kearney, NE",308-865-8441,255100,181215,www.unk.edu
126960,Mary Lanning Memorial Hospital,715 N Saint Joseph,Hastings,NE,68901-4497,US,"Hastings, NE",402-463-4521-5177,443100,181251,www.mlmh.org
126979,Nebraska Methodist College of Nursing and Allied Health,720 N. 87th Street,Omaha,NE,68114,US,"Omaha, NE",402-390-4863,640400,181297,www.methodistcollege.edu
126988,Metropolitan Community College,North 30th Street and Fort Street,Omaha,NE,68111,US,"Omaha, NE",402-457-2400,1258600,181303,www.mccneb.edu
126997,Mid-Plains Community College - South Campus,601 West State Farm Road,North Platte,NE,69101,US,"North Platte, NE",800-658-4308,255700,181312,www.mpcc.edu
127006,Midland University,900 N. Clarkson,Fremont,NE,68025,US,"Fremont, NE",402-721-5480,255300,181330,www.MLC.edu
127015,Nebraska Christian College,12550 S. 114th St.,Papillion,NE,68046,US,"Papillion, NE",402-379-5000,1297600,181376,nechristian.edu
127024,University of Nebraska at Omaha,6001 Dodge St,Omaha,NE,68182-0225,US,"Omaha, NE",402-554-2800,255400,181394,www.unomaha.edu
127042,Nebraska Indian Community College,1 College Hill,Macy,NE,68039-0428,US,"Macy, NE",402-837-5078,2550800,181419,THENICC.EDU
127051,University of Nebraska Medical Center,986605 Nebraska Medical Center,Omaha,NE,68198-6605,US,"Omaha, NE",402-559-4200,689500,181428,www.unmc.edu
127060,Nebraska Wesleyan University,5000 St Paul Ave,Lincoln,NE,68504-2794,US,"Lincoln, NE",402-466-2371,255500,181446,www.nebrwesleyan.edu/
127079,University of Nebraska - Lincoln,201 Canfield Administration Bldg. 14th & R Street,Lincoln,NE,68588-0419,US,"Lincoln, NE",402-472-7211,256500,181464,www.unl.edu
127088,Joseph's College of Cosmetology,202 Madison Avenue,Norfolk,NE,68701,US,"Norfolk, NE",,,181473,
127097,Joseph?s College of Cosmetology,1620 East Fourth Street,North Platte,NE,69101,US,"North Platte, NE",,,181482,
127103,Northeast Community College,801 E Benjamin,Norfolk,NE,68702-0469,US,"Norfolk, NE",402-371-2020,1166700,181491,www.northeastcollege.com
127112,Peru State College,600 Hoyt Street,Peru,NE,68421-0010,US,"Peru, NE",402-872-3815,255900,181534,www.peru.edu
127130,College of Saint Mary,7000 Mercy Rd.,Omaha,NE,68106,US,"Omaha, NE",402-399-2400,254000,181604,WWW.CSM.EDU
127149,Southeast Community College Area,301 S. 68th Street Place,Lincoln,NE,68510-2449,US,"Lincoln, NE",402-471-3333,2508300,181640,www.southeast.edu
127158,Union College,3800 S 48th,Lincoln,NE,68506,US,"Lincoln, NE",402-488-2331,256300,181738,www.ucollege.edu
127176,Vatterott College - Spring Valley Campus,11818 I Street,Omaha,NE,68137,US,"Omaha, NE",402-392-1300-201,750100,181756,vatterott-college.com
127185,University of Nebraska - Nebraska College of Technical Agriculture,404 East 7th,Curtis,NE,69025-9552,US,"Curtis, NE",308-367-4124-238,256596,181765,NCTA.UNL.EDU
127194,Wayne State College,1111 Main St,Wayne,NE,68787,US,"Wayne, NE",402-375-7000,256600,181783,www.wsc.edu
127200,Regional West Medical Center School of Radiologic Technology,3700 Avene B,Scottsbluff,NE,69361,US,"Scottsbluff, NE",308-630-1155,443600,181792,
127219,Western Nebraska Community College,1601 E 27th St,Scottsbluff,NE,69361-1899,US,"Scottsbluff, NE",308-635-3606,256000,181817,www.wncc.net
127228,York College,1125 E 8th St,York,NE,68467-2699,US,"York, NE",402-363-5600,256700,181853,www.york.edu/
127237,Academy of Hair Design,"5191 W Charleston Blvd, Suite #150",Las Vegas,NV,89102,US,"Las Vegas, NV",702-878-1185-21,1323200,181880,
127246,Career College of Northern Nevada,1421 Pullman Drive,Sparks,NV,89434,US,"Sparks, NV",775-856-2266,2621500,181941,www.ccnn.edu
127255,College of Southern Nevada,6375 West Charleston Boulevard,Las Vegas,NV,89146-1164,US,"Las Vegas, NV",702-651-4000,1036200,182005,www.csn.edu
127273,Everest College - Henderson,170 North Stephanie,Henderson,NV,89014,US,"Henderson, NV",702-368-6200,2237500,182148,www.lasvegas-college.com
127282,Marinello School of Beauty - Las Vegas,"5001 East Bonanza, Suite 110",Las Vegas,NV,89110,US,"Las Vegas, NV",702-431-6200,736700,182209,www.marinello.com
127291,University of Nevada - Las Vegas,"Box 451002, 4505 S Maryland Pky",Las Vegas,NV,89154,US,"Las Vegas, NV",702-895-3011,256900,182281,www.unlv.edu
127307,University of Nevada - Reno,1664 North Virginia Street,Reno,NV,89557,US,"Reno, NV",775-784-1110,256800,182290,www.unr.edu
127316,Great Basin College,1500 College Parkway,Elko,NV,89801,US,"Elko, NV",775-738-8493,697700,182306,www.gbcnv.edu
127334,Sierra Nevada College,999 Tahoe Blvd.,Incline Village,NV,89451,US,"Incline Village, NV",775-831-1314,919200,182458,www.sierranevada.edu
127343,Southern Nevada University of Cosmetology,3430 E Tropicana Ave,Las Vegas,NV,89121-7335,US,"Las Vegas, NV",702-458-6333,2097100,182485,
127352,Truckee Meadows Community College,7000 Dandini Blvd,Reno,NV,89512-3999,US,"Reno, NV",775-673-7000,2107700,182500,www.tmcc.edu
127370,Western Nevada College,2201 West College Parkway,Carson City,NV,89703-7399,US,"Carson City, NV",775-445-3000,1036300,182564,www.wnc.edu
127389,Colby-Sawyer College,541 Main St,New London,NH,03257-7835,US,"New London, NH",603-526-3000,257200,182634,www.colby-sawyer.edu
127398,Continental Academie of Hair Design,102 Derry St,Hudson,NH,3051,US,"Hudson, NH",603-889-1614,1318900,182652,continentalacademie.net
127404,Daniel Webster College,20 University Dr,Nashua,NH,03063-1300,US,"Nashua, NH",603-577-6000,473100,182661,www.dwc.edu
127413,Dartmouth College,Dartmouth College,Hanover,NH,03755-3529,US,"Hanover, NH",603-646-2875,257300,182670,www.dartmouth.edu
127422,Empire Beauty School - Laconia,556 Main Street,Laconia,NH,3246,US,"Laconia, NH",603-524-8777,864500,182704,empirebeautyschools.com
127431,Empire Beauty School - Somersworth,362 Route 108,Somersworth,NH,3878,US,"Somersworth, NH",603-692-1515,2179600,182722,empirebeautyschools.com
127440,Franklin Pierce University,20 College Rd,Rindge,NH,03461-0060,US,"Rindge, NH",603-899-4000,257500,182795,www.fpc.edu
127459,Franklin Pierce College-Graduate and Professional Studies,20 College Rd,Rindge,NH,03461-0060,US,"Rindge, NH",603-899-4000,257501,182810,www.fpc.edu
127468,Franklin Pierce Law Center,Two White St,Concord,NH,03301-4197,US,"Concord, NH",603-228-1541-1101,2097900,182829,www.piercelaw.edu
127477,Mount Washington College,3 Sundial Ave,Manchester,NH,03103-9969,US,"Manchester, NH",603-668-6660,472900,182865,www.hesser.edu
127486,Continental Academie of Hair Design,228 Maple Street,Manchester,NH,3103,US,"Manchester, NH",603-622-5851,849300,182883,continentalacademie.net
127495,Keene Beauty Academy,800 Park Ave,Keene,NH,3431,US,"Keene, NH",603-357-3736,2245400,182892,WWW.KEENEBEAUTYACADEMY.COM
127501,Lebanon College,15 Hanover Street,Lebanon,NH,3766,US,"Lebanon, NH",603-448-2445,702500,182908,www.lebanoncollege.edu
127510,Magdalen College,511 Kearsarge Mtn Rd,Warner,NH,03278-9206,US,"Warner, NH",603-456-2656,2223300,182917,www.magdalen.edu
127529,McIntosh College,23 Cataract Ave,Dover,NH,3820,US,"Dover, NH",603-742-1234,473000,182944,www.McIntoshcollege.edu
127538,Michael's School of Hair Design & Esthetics,73 South River Road,Bedford,NH,3110,US,"Bedford, NH",603-668-4300-21,2174800,182953,
127547,New England College,24 Bridge St,Henniker,NH,3242,US,"Henniker, NH",603-428-2211,257900,182980,www.nec.edu
127556,New England School of Hair Design Inc,12 Interchange Dr,West Lebanon,NH,03784-2003,US,"West Lebanon, NH",603-298-5199,2247000,182999,www.neschoolofhairdesign.com
127565,Southern New Hampshire University,2500 N River Rd,Manchester,NH,3106,US,"Manchester, NH",603-668-2211,258000,183026,www.snhu.edu
127574,New Hampshire Institute for Therapeutic Arts,153 Lowell Rd,Hudson,NH,3051,US,"Hudson, NH",603-882-3022,3729300,183035,www.nhita.com
127583,University of New Hampshire,"Thompson Hall, 105 Main Street",Durham,NH,03824-3547,US,"Durham, NH",603-862-1234,258900,183044,www.unh.edu
127592,Keene State College,229 Main Street,Keene,NH,03435-1506,US,"Keene, NH",603-352-1909,259000,183062,www.keene.edu
127617,Plymouth State University,17 High Street,Plymouth,NH,03264-1595,US,"Plymouth, NH",603-535-5000,259100,183080,www.plymouth.edu
127626,New Hampshire Technical Institute,31 College Drive,Concord,NH,03301-7412,US,"Concord, NH",603-271-6484,258100,183099,www.nhti.edu
127635,New Hamsphire Community Technical College-Berlin,2020 Riverside Road,Berlin,NH,3570,US,"Berlin, NH",603-524-3207-721,529100,183105,www.nhctc.edu
127644,Lakes Region Community College,379 Belmont Road,Laconia,NH,3246,US,"Laconia, NH",,755500,183123,
127653,New Hampshire Community Technical College - Manchester,1066 Front Street,Manchester,NH,03102-8518,US,"Manchester, NH",603-772-1194,258200,183132,www.ms.nhctc.edu
127662,Nashua Community College,505 Amherst Street,Nashua,NH,03063-1026,US,"Nashua, NH",603-882-6923,923600,183141,www.nhctc.edu
127671,Paul Mitchell The School Portsmouth,140 Congress St,Portsmouth,NH,03801-4084,US,"Portsmouth, NH",603-436-5456,2211600,183202,www.portsmouthbeautyschool.com
127680,Rivier University,420 South Main St,Nashua,NH,3060,US,"Nashua, NH",603-888-1311,258600,183211,www.rivier.edu
127699,Saint Anselm College,100 Saint Anselm Drive,Manchester,NH,03102-1310,US,"Manchester, NH",603-641-7000,258700,183239,www.anselm.edu
127705,Saint Joseph School of Nursing,5 Woodward Ave,Nashua,NH,3060,US,"Nashua, NH",603-594-2567,2140400,183248,www.sjhacademiccenter.org
127714,Granite State College,8 Old Suncook Road,Concord,NH,03301-7317,US,"Concord, NH",603-228-3000-300,3101300,183257,www.cll.edu
127723,Thomas More College of Liberal Arts,6 Manchester St,Merrimack,NH,3054,US,"Merrimack, NH",603-880-8308-10,3043100,183275,www.thomasmorecollege.edu
127741,Chester College of New England,40 Chester St,Chester,NH,03036-4331,US,"Chester, NH",603-887-4401,473300,183345,www.chestercollege.edu
127750,Eastwick College,250 Moore St,Hackensack,NJ,7601,US,"Hackensack, NJ",201-488-9400,1246200,183488,www.hohokushackensack.com
127769,Assumption College for Sisters,350 Bernardsville Road,Mendham,NJ,07945-0800,US,"Mendham, NJ",973-543-6528-230,259500,183600,www.acs350.org
127778,Atlantic Cape Community College,5100 Black Horse Pike,Mays Landing,NJ,08330-2699,US,"Mays Landing, NJ",609-343-4900,259600,183655,WWW.ATLANTIC.EDU
127787,Bayonne Medical Center School of Nursing,69-71 New Hook Road,Bayonne,NJ,7002,US,"Bayonne, NJ",,,183707,
127796,Berdan Institute,"201 Willowbrook Blvd., 2nd Floor",Wayne,NJ,7470,US,"Wayne, NJ",973-837-1818,2132300,183725,berdaninstitute.com
127802,Bergen Community College,400 Paramus Rd,Paramus,NJ,07652-1595,US,"Paramus, NJ",201-447-7200,473600,183743,www.bergen.edu
127811,Berkeley College,44 Rifle Camp Rd,West Paterson,NJ,7424,US,"West Paterson, NJ",973-278-5400,750200,183789,www.BerkeleyCollege.edu
127820,Beth Medrash Govoha,617 6th Street,Lakewood,NJ,08701-2754,US,"Lakewood, NJ",732-367-1060-241,794700,183804,
127839,Bloomfield College,467 Franklin St,Bloomfield,NJ,7003,US,"Bloomfield, NJ",973-748-9000,259700,183822,www.bloomfield.edu
127848,Brick Computer Science Institute,590 Route 70 Suite 1A,Brick,NJ,8723,US,"Brick, NJ",732-477-0927,1191100,183831,WWW.BRICKCOMPUTER.COM
127857,Brookdale Community College,765 Newman Springs Rd,Lincroft,NJ,07738-1597,US,"Lincroft, NJ",732-224-2345,840400,183859,www.brookdalecc.edu
